,index,No._x,Ticker,Company,Sector,Industry,Country,Market Cap_x,P/E_x,Price_x,Change_x,Volume_x,No._y,Market Cap_y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price_y,Change_y,Volume_y,P/E_y,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume_x,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume_y,Rel Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
3414,14,3415,HEQ,John Hancock Hedged Equity & Income Fund,Financial,Closed-End Fund - Equity,USA,156.59M,-,12.81,-0.16%,20254,3415,156.59M,9.06%,-,-,-,-,-,-,-,-,-,-,-,12.81,-0.16%,20254,-,-,-,-,-,-,-,-,-,-,-,-,12.22M,-,0.13%,0.00%,38.58%,-,-,-,43.87K,0.00%,-5.81%,-5.95%,4.57%,20.17%,11.98%,1.32%,1.81%,-,43.87K,0.46,-,0.23,-0.55%,-2.85%,2.47%,-7.24%,31.79%,45.44,0.00%,-0.16%
3415,15,3416,HERA,FTAC Hera Acquisition Corp.,Financial,Shell Companies,USA,848.04M,-,9.74,0.00%,7629,3416,848.04M,-,-,-,-,-,-,-,-,-,-,-,-,9.74,0.00%,7629,-,-,-,-,-,-,-,-,-,-,-,-,87.07M,-,0.57%,0.00%,59.62%,-,-,0.44,71.36K,-0.41%,0.10%,0.00%,-,-,-1.91%,0.35%,0.36%,-,71.36K,0.11,-,0.04,-0.13%,0.03%,-0.19%,-2.79%,0.93%,48.99,-0.31%,0.31%
3416,16,3417,HERAU,FTAC Hera Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.98,-0.20%,61492,3417,-,-,-,-,-,-,-,-,-,-,-,-,-,9.98,-0.20%,61492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.07%,-,31.09%,-,-,0.30,41.72K,-0.10%,0.30%,-0.80%,0.40%,-,0.00%,0.37%,0.43%,-,41.72K,1.47,-,0.05,-0.08%,0.05%,-0.38%,-3.11%,1.32%,49.51,-0.20%,0.00%
3417,17,3418,HERO,Global X Video Games & Esports ETF,Financial,Exchange Traded Fund,USA,-,-,28.10,-0.07%,65334,3418,-,0.68%,-,-,-,-,-,-,-,-,-,-,-,28.10,-0.07%,65334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.71K,0.64%,-6.92%,-11.16%,-14.09%,2.68%,-9.50%,1.67%,1.34%,-,114.71K,0.57,-,0.52,-1.81%,-4.22%,-10.98%,-24.52%,7.92%,43.19,-0.14%,0.07%
3418,18,3419,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,26.58B,-,89.15,6.63%,2492919,3419,26.58B,1.12%,-0.80%,-2.90%,-18.00%,1.60,1.50,1.44,1.54,75.00%,13.10%,-2.70%,Jul 28/b,89.15,6.63%,2492919,-,18.11,-,4.46,4.99,10.94,17.93,-641.90%,142.99%,0.90%,-,-6.40%,307.50M,277.44M,0.20%,-69.18%,86.20%,0.46%,2.20%,2.86,2.13M,9.87%,29.99%,5.38%,22.21%,131.02%,68.88%,3.43%,3.61%,2.20,2.13M,1.17,2.08,2.95,18.18%,23.41%,23.08%,-2.13%,156.03%,75.40,5.35%,1.21%
3419,19,3420,HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,USA,7.67B,16.77,26.09,0.69%,686271,3420,7.67B,6.94%,0.90%,20.50%,28.00%,0.90,0.90,9.88,9.96,-,59.20%,2.90%,Jul 28/b,26.09,0.69%,686271,16.77,13.14,1.12,6.88,3.54,2018.95,16.26,8.90%,16.14%,-17.90%,15.03%,14.10%,25.00M,24.37M,10.32%,-0.84%,73.80%,0.60%,4.43%,4.42,244.02K,-6.69%,-1.84%,8.12%,15.14%,62.05%,33.32%,2.58%,3.06%,2.00,244.02K,2.81,2.11,0.97,-3.82%,0.12%,10.23%,-14.02%,72.32%,45.19,0.81%,-0.12%
3420,0,3421,HEWG,iShares Currency Hedged MSCI Germany ETF,Financial,Exchange Traded Fund,USA,-,-,31.93,-0.08%,10084,3421,-,2.19%,-,-,-,-,-,-,-,-,-,-,-,31.93,-0.08%,10084,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.57K,-0.28%,-2.96%,-4.24%,-1.98%,11.97%,9.25%,0.45%,0.42%,-,38.57K,0.26,-,0.29,-1.60%,-3.14%,-0.36%,-5.32%,27.89%,40.63,-0.33%,0.25%
3421,1,3422,HEWJ,iShares Currency Hedged MSCI Japan ETF,Financial,Exchange Traded Fund,USA,-,-,39.13,0.15%,266215,3422,-,1.12%,-,-,-,-,-,-,-,-,-,-,-,39.13,0.15%,266215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.47K,-1.83%,-4.77%,0.64%,0.67%,21.07%,9.09%,1.24%,0.85%,-,103.47K,2.57,-,0.55,-3.69%,-0.83%,1.93%,-6.25%,25.86%,41.47,0.03%,0.12%
3422,2,3423,HEWU,iShares Currency Hedged MSCI United Kingdom ETF,Financial,Exchange Traded Fund,USA,-,-,23.03,0.42%,48,3423,-,2.48%,-,-,-,-,-,-,-,-,-,-,-,23.03,0.42%,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.26K,0.64%,0.62%,0.62%,4.67%,21.00%,12.21%,0.07%,0.14%,-,6.26K,0.01,-,0.13,1.16%,0.66%,3.51%,-1.40%,29.94%,55.91,-0.06%,0.48%
3423,3,3424,HEXO,HEXO Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,458.80M,-,1.74,-1.14%,4620598,3424,458.80M,-,-31.30%,-39.50%,-81.80%,3.60,2.10,0.10,0.11,-33.60%,-,-,-,1.74,-1.14%,4620598,-,-,-,4.09,0.41,-,-,-439.60%,-,-,-,776.70%,149.97M,145.26M,3.16%,0.00%,15.62%,-,15.06%,3.27,6.69M,-4.40%,-22.67%,-65.20%,-70.36%,-42.00%,-52.72%,5.85%,6.01%,-,6.69M,0.69,2.15,0.11,-9.91%,-34.08%,-67.32%,-84.24%,2.96%,29.67,-1.69%,0.57%
3424,4,3425,HEZU,iShares Currency Hedged MSCI Eurozone ETF,Financial,Exchange Traded Fund,USA,-,-,36.27,-0.25%,209637,3425,-,1.99%,-,-,-,-,-,-,-,-,-,-,-,36.27,-0.25%,209637,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147.45K,0.22%,-2.21%,-0.17%,4.55%,26.42%,16.29%,0.79%,0.73%,-,147.45K,1.42,-,0.39,-0.97%,-1.92%,3.75%,-3.79%,38.59%,44.65,-0.47%,0.22%
3425,5,3426,HFBL,"Home Federal Bancorp, Inc. of Louisiana",Financial,Banks - Regional,USA,62.01M,11.85,18.51,-2.94%,76,3426,62.01M,2.16%,1.00%,10.30%,29.40%,-,-,0.00,0.00,-,84.00%,26.50%,-,18.51,-2.94%,76,11.85,-,-,3.07,1.13,0.59,12.92,46.20%,-,12.50%,-,5.50%,3.21M,2.22M,4.80%,-0.69%,15.90%,1.91%,0.08%,0.87,1.94K,-1.28%,2.78%,3.10%,26.61%,7.30%,28.19%,0.00%,0.33%,-,1.94K,0.04,0.57,0.28,-0.60%,-1.25%,19.89%,-10.80%,66.38%,48.64,0.00%,-2.94%
3426,6,3427,HFC,HollyFrontier Corporation,Energy,Oil & Gas Refining & Marketing,USA,5.51B,29.57,34.69,1.23%,1704808,3427,5.51B,4.04%,1.60%,3.60%,-5.40%,2.10,1.20,0.57,0.00,19.30%,3.40%,1.40%,Aug 04/b,34.69,1.23%,1704808,29.57,11.13,-,0.40,1.04,3.94,14.50,-180.80%,176.98%,-24.20%,-6.61%,-3.30%,162.52M,161.57M,0.30%,10.82%,88.00%,-2.01%,3.80%,3.32,1.85M,2.30%,15.87%,10.09%,0.14%,61.35%,34.20%,4.06%,3.56%,2.90,1.85M,0.92,1.70,1.22,7.95%,12.13%,6.37%,-18.16%,106.37%,65.75,0.26%,0.96%
3427,7,3428,HFFG,HF Foods Group Inc.,Consumer Defensive,Food Distribution,USA,326.33M,54.87,6.42,0.63%,43214,3428,326.33M,-,1.20%,2.30%,-85.80%,1.30,0.50,0.35,0.50,18.00%,0.90%,1.00%,Aug 09/a,6.42,0.63%,43214,54.87,-,-,0.51,1.27,24.35,13.77,-,-,-,-,-,51.91M,35.88M,10.70%,0.00%,14.20%,-2.75%,4.75%,15.08,112.91K,3.88%,8.45%,6.29%,-9.96%,-11.93%,-14.63%,3.51%,3.66%,-,112.91K,0.38,1.46,0.20,6.92%,12.47%,-1.71%,-26.71%,27.76%,72.71,0.47%,0.16%
3428,8,3429,HFRO,Highland Funds I - Highland Income Fund,Financial,Asset Management,USA,766.18M,-,10.73,-0.19%,80457,3429,766.18M,8.57%,-,-,-,-,-,-,-,-,-,-,-,10.73,-0.19%,80457,-,-,-,-,-,-,-,-,-,-,-,-,71.41M,-,-,-,51.91%,-,-,-,299.82K,-0.19%,-2.98%,-0.19%,-4.62%,23.48%,4.38%,0.74%,1.14%,-,299.82K,0.27,-,0.13,-0.41%,-0.10%,-0.85%,-11.69%,39.35%,46.53,-0.19%,0.00%
3429,9,3430,HFWA,Heritage Financial Corporation,Financial,Banks - Regional,USA,907.40M,9.41,25.64,-0.93%,81351,3430,907.40M,3.12%,1.40%,11.90%,23.00%,-,-,0.02,0.02,-,97.00%,45.30%,Jul 22/b,25.64,-0.93%,81351,9.41,15.45,1.34,4.17,1.08,0.71,-,-29.50%,-35.48%,0.60%,7.00%,9.60%,35.99M,35.37M,1.00%,-5.26%,81.80%,-1.12%,3.23%,8.32,137.55K,-1.08%,5.08%,7.33%,-10.41%,24.35%,9.62%,1.94%,2.85%,2.80,137.55K,0.59,0.78,0.68,3.37%,3.30%,-1.33%,-16.92%,29.82%,56.27,-0.54%,-0.39%
3430,10,3431,HFXI,IQ 50 Percent Hedged FTSE International ETF,Financial,Exchange Traded Fund,USA,-,-,24.34,-0.10%,13400,3431,-,2.55%,-,-,-,-,-,-,-,-,-,-,-,24.34,-0.10%,13400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.97K,-0.72%,-4.55%,-2.85%,0.37%,19.61%,7.30%,0.66%,0.72%,-,13.97K,0.96,-,0.26,-2.23%,-3.06%,-0.24%,-5.77%,27.84%,38.55,-0.29%,0.19%
3431,11,3432,HGBL,Heritage Global Inc.,Financial,Capital Markets,USA,72.97M,7.72,1.96,0.01%,901,3432,72.97M,-,24.00%,34.10%,32.50%,2.40,2.30,0.00,0.00,63.20%,21.90%,32.70%,Aug 12/a,1.96,0.01%,901,7.72,6.53,-,2.60,2.23,4.17,12.80,121.70%,93.55%,22.90%,-,8.50%,35.25M,27.68M,9.70%,-19.88%,26.70%,-2.28%,0.08%,0.30,78.17K,2.62%,-10.50%,-5.31%,-34.66%,2.09%,-26.31%,3.12%,3.51%,1.70,78.17K,0.01,1.33,0.07,-3.58%,-2.70%,-25.81%,-53.33%,32.44%,43.73,0.52%,-0.51%
3432,12,3433,HGEN,"Humanigen, Inc.",Healthcare,Biotechnology,USA,407.16M,-,6.41,0.79%,1367741,3433,407.16M,-,-209.40%,-434.60%,-193.80%,2.40,2.40,0.56,0.00,-,-,-,-,6.41,0.79%,1367741,-,-,-,226.20,8.66,3.38,-,-426.20%,104.80%,43.70%,12.50%,-,58.84M,49.19M,23.35%,-18.95%,41.60%,14.41%,18.55%,4.07,2.24M,9.01%,-19.57%,-62.21%,-59.43%,-50.62%,-63.37%,6.98%,7.51%,1.90,2.24M,0.61,-1.95,0.71,1.70%,-47.62%,-61.43%,-78.05%,12.78%,29.12,1.58%,-0.79%
3433,13,3434,HGLB,Highland Global Allocation Fund,Financial,Asset Management,USA,205.79M,-,9.38,-0.85%,52794,3434,205.79M,9.06%,-,-,-,-,-,-,-,-,-,-,-,9.38,-0.85%,52794,-,-,-,-,-,-,-,-,-,-,-,-,21.94M,-,17.00%,0.12%,17.79%,-,-,0.18,93.76K,2.74%,-5.25%,0.54%,13.83%,53.27%,43.64%,1.64%,2.04%,-,93.76K,0.56,-,0.18,-1.60%,-2.84%,10.84%,-6.39%,93.40%,45.19,0.32%,-1.16%
3434,14,3435,HGSH,China HGS Real Estate Inc.,Real Estate,Real Estate - Development,China,41.65M,3.69,1.67,2.45%,73378,3435,41.65M,-,2.80%,6.00%,-1.10%,-,-,0.63,0.00,20.70%,16.40%,18.20%,-,1.67,2.45%,73378,3.69,-,-,0.72,0.22,138.83,208.25,-73.50%,-,-34.00%,-,-30.00%,25.10M,6.79M,86.60%,0.00%,0.60%,-27.23%,0.62%,0.14,291.35K,7.62%,-4.02%,-16.50%,-22.33%,57.55%,-6.18%,6.80%,6.36%,-,291.35K,0.25,1.32,0.10,4.90%,-5.67%,-16.94%,-69.07%,68.69%,52.27,3.73%,-1.23%
3435,15,3436,HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos,USA,5.49B,-,47.48,-2.12%,663277,3436,5.49B,-,-4.40%,-38.30%,-7.20%,-,-,7.78,7.78,19.60%,-19.20%,-16.10%,Jul 29/b,47.48,-2.12%,663277,-,17.68,-,5.55,10.32,17.27,73.21,-197.40%,97.86%,-27.30%,11.54%,-9.50%,86.00M,84.79M,0.30%,-26.35%,79.70%,5.15%,3.39%,3.98,721.70K,-3.55%,7.25%,16.57%,24.39%,107.25%,51.45%,3.28%,3.08%,2.70,721.70K,0.92,2.17,1.43,0.31%,8.50%,17.26%,-5.98%,135.05%,54.16,-2.12%,0.00%
3436,16,3437,HHC,The Howard Hughes Corporation,Real Estate,Real Estate - Diversified,USA,4.83B,68.73,88.32,-0.11%,140238,3437,4.83B,-,0.80%,1.90%,-1.80%,-,-,1.20,1.21,45.80%,-5.20%,9.20%,Aug 04/a,88.32,-0.11%,140238,68.73,19.33,3.44,6.26,1.34,4.54,-,-129.20%,1164.90%,-16.70%,20.00%,-2.60%,55.70M,54.70M,0.30%,-,94.20%,0.37%,1.35%,3.50,210.55K,-0.26%,-1.57%,-5.29%,-11.65%,42.54%,11.90%,1.99%,2.14%,1.70,210.55K,0.67,1.49,1.92,-0.16%,-1.77%,-6.93%,-21.98%,48.19%,45.78,0.08%,-0.19%
3437,17,3438,HHR,HeadHunter Group PLC,Industrials,Staffing & Employment Services,Russia,2.78B,63.61,55.72,1.62%,133321,3438,2.78B,0.99%,18.50%,94.30%,18.00%,0.70,0.70,2.22,2.38,70.80%,41.80%,28.90%,Aug 16/b,55.72,1.62%,133321,63.61,0.44,1.17,17.52,58.65,37.01,36.19,17.10%,37.51%,6.70%,54.40%,21.70%,50.48M,16.30M,-,-,60.90%,-6.11%,0.09%,0.11,130.14K,12.07%,3.68%,25.75%,58.25%,135.20%,84.20%,4.99%,3.71%,2.30,130.14K,1.02,-,2.14,8.10%,10.23%,39.99%,-3.98%,146.33%,64.58,0.56%,1.06%
3438,18,3439,HI,"Hillenbrand, Inc.",Industrials,Specialty Industrial Machinery,USA,3.20B,18.24,45.12,1.35%,174210,3439,3.20B,1.91%,4.70%,16.00%,0.80%,1.40,1.00,0.99,0.99,34.50%,13.50%,6.70%,Aug 04/a,45.12,1.35%,174210,18.24,12.25,1.46,1.14,2.77,6.73,5.56,-142.70%,-0.24%,-19.80%,12.50%,9.50%,75.50M,72.36M,0.60%,-23.08%,90.90%,-1.07%,1.91%,3.48,396.55K,2.80%,4.74%,-0.15%,-11.23%,43.79%,13.37%,2.17%,2.45%,1.50,396.55K,0.44,1.54,1.09,6.10%,2.90%,-0.22%,-14.61%,57.27%,61.26,1.42%,-0.07%
3439,19,3440,HIBB,"Hibbett, Inc.",Consumer Cyclical,Specialty Retail,USA,1.10B,7.11,75.95,-1.06%,347061,3440,1.10B,1.32%,22.40%,45.10%,21.90%,2.10,1.00,0.01,0.01,39.10%,14.40%,11.10%,Aug 27/b,75.95,-1.06%,347061,7.11,7.79,0.99,0.67,2.98,6.23,12.06,231.20%,-11.42%,11.50%,7.20%,8.50%,15.69M,12.66M,1.20%,4.47%,-,-10.07%,26.34%,6.51,512.14K,5.18%,-7.56%,-20.66%,4.83%,48.60%,64.47%,4.79%,5.26%,1.80,512.14K,0.68,1.93,4.28,-1.31%,-9.93%,1.43%,-24.29%,113.28%,44.85,-0.93%,-0.13%
3440,0,3441,HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,66.31,-0.12%,38903,3441,-,0.06%,-,-,-,-,-,-,-,-,-,-,-,66.31,-0.12%,38903,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147.05K,1.24%,4.28%,-3.61%,9.95%,280.08%,103.55%,4.20%,5.05%,-,147.05K,0.26,-,3.29,3.44%,4.29%,13.30%,-16.86%,412.72%,53.77,-1.15%,1.04%
3441,1,3442,HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,10.45,0.19%,135539,3442,-,-,-,-,-,-,-,-,-,-,-,-,-,10.45,0.19%,135539,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,309.58K,-1.79%,-8.01%,-8.81%,-28.86%,-88.21%,-68.71%,4.45%,5.20%,-,309.58K,0.44,-,0.58,-5.37%,-8.39%,-34.38%,-90.78%,4.81%,43.68,1.75%,-1.53%
3442,2,3443,HIE,Miller/Howard High Income Equity Fund,Financial,Closed-End Fund - Equity,USA,190.08M,-,10.17,0.49%,98322,3443,190.08M,5.70%,-,-,-,-,-,-,-,-,-,-,-,10.17,0.49%,98322,-,-,-,-,-,-,-,-,-,-,-,-,18.69M,-,0.02%,-,47.67%,-,-,0.04,58.34K,1.90%,3.25%,-2.02%,4.52%,61.17%,31.23%,2.01%,1.84%,-,58.34K,1.69,-,0.18,3.13%,2.24%,6.42%,-5.48%,73.85%,61.47,-0.20%,0.69%
3443,3,3444,HIFS,Hingham Institution for Savings,Financial,Banks - Regional,USA,748.86M,11.33,356.60,-0.31%,3715,3444,748.86M,0.57%,2.40%,22.90%,21.70%,-,-,0.00,0.00,-,88.10%,64.80%,Jul 13/a,356.60,-0.31%,3715,11.33,-,-,7.03,2.33,33.43,18.18,30.40%,-,20.90%,-,11.40%,2.14M,1.97M,1.80%,-,40.00%,0.60%,1.17%,3.79,6.08K,3.62%,11.93%,18.74%,25.12%,86.33%,65.09%,2.37%,2.44%,-,6.08K,0.61,0.94,7.77,5.42%,11.18%,25.27%,-0.82%,86.33%,71.22,-0.42%,0.11%
3444,4,3445,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,25.08B,12.38,73.01,0.81%,2175381,3445,25.08B,1.92%,2.90%,12.00%,8.70%,-,-,0.24,0.00,-,13.20%,10.00%,Jul 28/a,73.01,0.81%,2175381,12.38,10.50,1.32,1.17,1.44,141.68,7.08,-16.20%,25.06%,11.10%,9.36%,5.00%,353.70M,346.10M,0.10%,-17.79%,93.80%,-2.83%,1.34%,2.46,1.89M,2.82%,6.40%,15.32%,9.76%,85.63%,49.06%,2.57%,2.03%,2.00,1.89M,1.15,1.06,1.57,3.91%,7.05%,18.24%,-1.31%,99.37%,66.41,1.52%,-0.69%
3445,5,3446,HIGA,H.I.G. Acquisition Corp.,Financial,Shell Companies,USA,444.92M,-,9.80,0.00%,603,3446,444.92M,-,-,-,-,0.50,0.50,0.00,0.00,-,-,-,-,9.80,0.00%,603,-,-,-,-,1.35,-,-,-,-,-,-,-,45.49M,36.26M,-,-,80.90%,1.98%,0.82%,5.06,58.46K,0.10%,0.31%,0.51%,-2.10%,-,-3.07%,0.28%,0.35%,-,58.46K,0.01,-,0.03,0.21%,0.47%,-1.29%,-36.61%,2.08%,55.81,0.10%,-0.10%
3446,6,3447,HIHO,Highway Holdings Limited,Industrials,Metal Fabrication,Hong Kong,14.91M,168.39,3.87,-0.44%,1100,3447,14.91M,6.71%,4.00%,6.30%,-4.80%,2.90,2.30,0.00,0.00,30.80%,7.30%,6.50%,-,3.87,-0.44%,1100,168.39,-,-,1.48,1.63,1.91,-,-165.60%,-,-18.60%,-,-16.80%,4.09M,2.04M,49.15%,0.00%,7.00%,-6.59%,2.04%,0.33,125.44K,-0.69%,-2.44%,-6.00%,10.66%,6.99%,-5.31%,2.79%,4.40%,-,125.44K,0.01,0.31,0.17,0.73%,0.54%,0.63%,-33.45%,32.64%,51.26,1.12%,-1.54%
3447,7,3448,HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,USA,8.24B,11.17,206.39,1.74%,286400,3448,8.24B,2.21%,9.10%,38.20%,19.10%,1.10,1.00,0.82,0.00,17.20%,8.40%,7.80%,Aug 05/b,206.39,1.74%,286400,11.17,13.96,15.96,0.86,4.02,23.67,18.47,29.30%,9.31%,15.40%,0.70%,5.90%,40.30M,39.25M,0.40%,-13.26%,87.80%,-0.72%,2.21%,4.35,198.83K,6.29%,3.54%,0.83%,-1.85%,37.92%,21.06%,2.25%,2.10%,2.60,198.83K,1.44,0.99,4.19,5.35%,2.70%,4.71%,-7.92%,48.70%,64.35,1.74%,0.00%
3448,8,3449,HIII,Hudson Executive Investment Corp. III,Financial,Shell Companies,USA,729.43M,-,9.74,-0.10%,476792,3449,729.43M,-,-,-,-,2.90,2.90,0.00,0.00,-,-,-,-,9.74,-0.10%,476792,-,-,-,-,1.31,911.79,-,-,-,-,-,-,75.00M,60.00M,-,-,54.10%,403.14%,0.01%,0.05,91.48K,-0.05%,0.21%,-0.31%,-,-,-0.51%,0.20%,0.43%,-,91.48K,5.21,-,0.05,0.10%,0.19%,-0.15%,-3.28%,1.46%,52.12,-0.10%,0.00%
3449,9,3450,HIIIU,Hudson Executive Investment Corp. III,Financial,Shell Companies,USA,-,-,9.85,-0.81%,4,3450,-,-,-,-,-,-,-,-,-,-,-,-,-,9.85,-0.81%,4,-,-,-,-,-,-,-,-,-,-,-,-,-,60.00M,-,-,38.93%,-,0.01%,0.20,28.19K,-0.71%,-0.10%,-1.40%,-1.60%,-,-4.09%,0.30%,0.52%,-,28.19K,0.00,-,0.06,-0.36%,-0.36%,-1.15%,-5.29%,1.23%,46.33,0.00%,-0.81%
3450,10,3451,HIL,"Hill International, Inc.",Industrials,Engineering & Construction,USA,122.83M,-,2.22,1.37%,105786,3451,122.83M,-,-1.00%,-2.60%,2.10%,1.70,1.70,0.28,0.51,32.50%,3.70%,-0.80%,Aug 09/a,2.22,1.37%,105786,-,-,-,0.33,1.20,5.85,72.25,-157.80%,-,9.20%,25.00%,-7.50%,57.08M,50.49M,2.20%,5.31%,56.40%,3.89%,0.52%,1.65,158.27K,4.72%,-7.88%,-10.12%,-26.00%,48.99%,15.63%,5.32%,4.87%,-,158.27K,0.67,2.09,0.10,1.95%,-2.68%,-10.92%,-34.32%,70.77%,51.21,3.74%,-2.28%
3451,11,3452,HIMS,"Hims & Hers Health, Inc.",Consumer Defensive,Household & Personal Products,USA,1.49B,-,7.38,-0.81%,1302553,3452,1.49B,-,-23.50%,-26.60%,-,12.30,12.10,0.00,0.00,77.50%,-,-57.40%,Aug 11/a,7.38,-0.81%,1302553,-,-,-,13.14,4.82,4.68,-,-365.70%,56.80%,-,54.30%,-,191.92M,150.35M,1.00%,1.60%,56.40%,3.45%,3.77%,2.20,2.58M,1.10%,-18.54%,-30.11%,-41.05%,-28.70%,-49.45%,4.07%,5.57%,2.20,2.58M,0.51,-,0.45,-8.36%,-7.30%,-39.83%,-70.94%,9.99%,39.28,-1.60%,0.81%
3452,12,3453,HIMX,"Himax Technologies, Inc.",Technology,Semiconductors,Taiwan,1.82B,8.27,10.35,-0.38%,1153172,3453,1.82B,2.61%,22.30%,42.00%,7.20%,1.90,1.60,0.08,0.26,36.80%,22.70%,18.30%,Aug 05/b,10.35,-0.38%,1153172,8.27,4.42,-,1.53,2.97,6.74,7.55,444.50%,15.21%,13.10%,-,5.10%,174.67M,149.23M,12.30%,0.00%,24.10%,24.57%,15.71%,6.71,3.50M,-1.99%,-8.24%,-32.75%,-18.70%,170.94%,40.05%,3.16%,4.21%,2.00,3.50M,0.33,1.84,0.50,-3.75%,-14.03%,-16.13%,-42.11%,200.00%,40.93,-1.05%,0.67%
3453,13,3454,HIO,Western Asset High Income Opportunity Fund Inc.,Financial,Closed-End Fund - Debt,USA,499.27M,3.82,5.25,0.77%,101862,3454,499.27M,6.86%,-,-,-,-,-,-,-,-,-,-,-,5.25,0.77%,101862,3.82,-,-,11.75,0.97,-,-,-,-,-,-,-,95.10M,-,-,-,43.91%,-,-,0.09,200.27K,1.16%,-1.87%,0.57%,1.94%,5.42%,6.06%,1.13%,1.02%,-,200.27K,0.51,-,0.06,-0.12%,-0.32%,2.23%,-2.60%,8.02%,50.32,0.57%,0.19%
3454,14,3455,HIPS,GraniteShares HIPS US High Income ETF,Financial,Exchange Traded Fund,USA,-,-,15.56,0.06%,8329,3455,-,8.10%,-,-,-,-,-,-,-,-,-,-,-,15.56,0.06%,8329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.67K,1.21%,-0.45%,-1.52%,5.35%,27.23%,14.58%,0.84%,0.95%,-,38.67K,0.22,-,0.14,1.18%,0.75%,4.14%,-4.13%,37.33%,56.74,0.06%,0.00%
3455,15,3456,HITI,High Tide Inc.,Healthcare,Pharmaceutical Retailers,Canada,406.52M,-,5.98,-0.50%,106153,3456,406.52M,-,-19.80%,-43.40%,5.00%,1.60,1.20,0.29,0.37,36.30%,-9.30%,-21.60%,Sep 14/a,5.98,-0.50%,106153,-,-,-,2.64,2.02,14.57,-,76.90%,-,-,-,-,48.37M,46.00M,12.79%,0.00%,1.19%,-,0.51%,1.03,226.72K,-2.61%,-19.08%,-16.25%,-27.53%,216.40%,99.03%,5.19%,4.79%,-,226.72K,0.47,-,0.29,-7.56%,-11.54%,-18.38%,-55.01%,255.95%,38.76,-0.33%,-0.17%
3456,16,3457,HIVE,HIVE Blockchain Technologies Ltd.,Financial,Capital Markets,Canada,1.37B,20.00,2.92,-1.02%,2867330,3457,1.37B,-,51.60%,68.20%,25.10%,10.90,10.90,0.25,0.30,95.80%,65.90%,63.80%,-,2.92,-1.02%,2867330,20.00,-,-,16.14,6.08,26.11,682.78,-,-,45.30%,-,-,355.57M,352.17M,-,-,-,-,-,-,4.31M,5.04%,-8.75%,15.87%,-28.43%,873.33%,54.50%,5.84%,6.32%,-,4.31M,0.67,4.38,0.20,2.64%,-1.18%,-0.21%,-49.22%,1020.92%,50.82,-2.67%,1.69%
3457,17,3458,HIW,"Highwoods Properties, Inc.",Real Estate,REIT - Office,USA,4.59B,20.30,45.47,0.53%,320099,3458,4.59B,4.40%,4.50%,10.20%,4.60%,-,-,1.07,1.07,68.90%,30.00%,32.30%,Oct 26/a,45.47,0.53%,320099,20.30,31.75,2.54,6.28,2.04,705.97,38.27,155.90%,-13.84%,31.80%,8.00%,4.00%,104.11M,102.80M,1.35%,-0.09%,98.90%,0.10%,1.84%,2.80,673.70K,0.40%,1.34%,-3.05%,4.48%,26.90%,14.74%,1.99%,2.20%,2.20,673.70K,0.48,1.13,0.98,2.18%,0.11%,3.92%,-7.17%,55.83%,54.02,0.60%,-0.07%
